Source,Token,Example,Category,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,is_str,is_num,num_frac,is_time,is_bool,is_enum,is_key,is_ref,currency,academic_discipline,academic_journal,administrative_territorial_entity,bank,baryonic_matter,borough,breed,car_model,chemical_compound,chemical_entity,chemical_substance,chess_opening,city,class,common_matter,conceptual_system,country,creative_work,cryptocurrency,educational_institution,equus_caballus,facility,federated_state,film,geographic_entity,geographical_feature,geolocatable_entity,group,group_or_class_of_living_things,group_or_class_of_physical_objects,hospital,human_geographic_territorial_entity,industry,information_resource,infrastructure,intellectual_work,language,legal_form,matter,municipality,musical_group,musician,neighborhood,ordinary_matter,organization,person_or_organization,physical_substance,political_party,polymer,power_station,programming_language,region,restaurant,school,service_provider,set,ski_resort,software,song,source_entity,source_of_information,sports_organization,sports_team,street,structure,system,taxon,taxonomic_rank,territory,third_level_administrative_division,university,website,work,youtube_channel,intent_agg_count,intent_agg_sum,intent_agg_avg,intent_filter_eq,intent_filter_gt,intent_filter_lt,intent_group,intent_sort_desc,intent_sort_asc,intent_limit
Q103632,Konstantinopolsky Opening,chess_opening: Center Game; Döry Defence; Icelandic gambit; Konstantinopolsky Opening; corn stalk defence,cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,corn stalk defence,chess_opening: Center Game; Döry Defence; Icelandic gambit; Konstantinopolsky Opening; corn stalk defence,cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,chess_opening,"chess_opening: Sicilian Defence, Alapin Variation; Two Knights Defence, Fritz Variation; Ruy Lopez, Tarrasch Trap; Sokolsky Opening, Katalymov-Yepishin Variant; Pirc Defence",column_name,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,"Sicilian Defence, Alapin Variation","chess_opening: Sicilian Defence, Alapin Variation; Two Knights Defence, Fritz Variation; Ruy Lopez, Tarrasch Trap; Sokolsky Opening, Katalymov-Yepishin Variant; Pirc Defence",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,"Two Knights Defence, Fritz Variation","chess_opening: Sicilian Defence, Alapin Variation; Two Knights Defence, Fritz Variation; Ruy Lopez, Tarrasch Trap; Sokolsky Opening, Katalymov-Yepishin Variant; Pirc Defence",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,"Ruy Lopez, Tarrasch Trap","chess_opening: Sicilian Defence, Alapin Variation; Two Knights Defence, Fritz Variation; Ruy Lopez, Tarrasch Trap; Sokolsky Opening, Katalymov-Yepishin Variant; Pirc Defence",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,"Sokolsky Opening, Katalymov-Yepishin Variant","chess_opening: Sicilian Defence, Alapin Variation; Two Knights Defence, Fritz Variation; Ruy Lopez, Tarrasch Trap; Sokolsky Opening, Katalymov-Yepishin Variant; Pirc Defence",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,Pirc Defence,"chess_opening: Sicilian Defence, Alapin Variation; Two Knights Defence, Fritz Variation; Ruy Lopez, Tarrasch Trap; Sokolsky Opening, Katalymov-Yepishin Variant; Pirc Defence",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,chess_opening,chess_opening: Old Benoni defence; Lolli Attack; Anti-Tartakower Variation; Panov–Botvinnik Attack; Polerio Variation,column_name,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,Old Benoni defence,chess_opening: Old Benoni defence; Lolli Attack; Anti-Tartakower Variation; Panov–Botvinnik Attack; Polerio Variation,cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,Lolli Attack,chess_opening: Old Benoni defence; Lolli Attack; Anti-Tartakower Variation; Panov–Botvinnik Attack; Polerio Variation,cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,Anti-Tartakower Variation,chess_opening: Old Benoni defence; Lolli Attack; Anti-Tartakower Variation; Panov–Botvinnik Attack; Polerio Variation,cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,Panov–Botvinnik Attack,chess_opening: Old Benoni defence; Lolli Attack; Anti-Tartakower Variation; Panov–Botvinnik Attack; Polerio Variation,cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,Polerio Variation,chess_opening: Old Benoni defence; Lolli Attack; Anti-Tartakower Variation; Panov–Botvinnik Attack; Polerio Variation,cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,chess_opening,"chess_opening: Karpov Variation; Petrov's Defence; Budapest Gambit, Kieninger Trap; Silberschmidt Gambit; Schliemann–Jänisch Defence",column_name,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,Karpov Variation,"chess_opening: Karpov Variation; Petrov's Defence; Budapest Gambit, Kieninger Trap; Silberschmidt Gambit; Schliemann–Jänisch Defence",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,Petrov's Defence,"chess_opening: Karpov Variation; Petrov's Defence; Budapest Gambit, Kieninger Trap; Silberschmidt Gambit; Schliemann–Jänisch Defence",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,"Budapest Gambit, Kieninger Trap","chess_opening: Karpov Variation; Petrov's Defence; Budapest Gambit, Kieninger Trap; Silberschmidt Gambit; Schliemann–Jänisch Defence",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,Silberschmidt Gambit,"chess_opening: Karpov Variation; Petrov's Defence; Budapest Gambit, Kieninger Trap; Silberschmidt Gambit; Schliemann–Jänisch Defence",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,Schliemann–Jänisch Defence,"chess_opening: Karpov Variation; Petrov's Defence; Budapest Gambit, Kieninger Trap; Silberschmidt Gambit; Schliemann–Jänisch Defence",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,chess_opening,"chess_opening: Ruy Lopez, Møller Defence; Berlin Defence, Beverwijk Variation; Zaitsev Variation; Busch-Gass gambit; Alekhine–Chatard Attack",column_name,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,"Ruy Lopez, Møller Defence","chess_opening: Ruy Lopez, Møller Defence; Berlin Defence, Beverwijk Variation; Zaitsev Variation; Busch-Gass gambit; Alekhine–Chatard Attack",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,"Berlin Defence, Beverwijk Variation","chess_opening: Ruy Lopez, Møller Defence; Berlin Defence, Beverwijk Variation; Zaitsev Variation; Busch-Gass gambit; Alekhine–Chatard Attack",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,Zaitsev Variation,"chess_opening: Ruy Lopez, Møller Defence; Berlin Defence, Beverwijk Variation; Zaitsev Variation; Busch-Gass gambit; Alekhine–Chatard Attack",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,Busch-Gass gambit,"chess_opening: Ruy Lopez, Møller Defence; Berlin Defence, Beverwijk Variation; Zaitsev Variation; Busch-Gass gambit; Alekhine–Chatard Attack",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,Alekhine–Chatard Attack,"chess_opening: Ruy Lopez, Møller Defence; Berlin Defence, Beverwijk Variation; Zaitsev Variation; Busch-Gass gambit; Alekhine–Chatard Attack",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,chess_opening,"chess_opening: Open Game; Ruy Lopez, Modern Steinitz Defence; French Defence, Réti Gambit; Sicilian Defence, Smith-Morra Gambit, Siberian Trap; Nimzo-Indian Defence, Classical Variation",column_name,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,Open Game,"chess_opening: Open Game; Ruy Lopez, Modern Steinitz Defence; French Defence, Réti Gambit; Sicilian Defence, Smith-Morra Gambit, Siberian Trap; Nimzo-Indian Defence, Classical Variation",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,"Ruy Lopez, Modern Steinitz Defence","chess_opening: Open Game; Ruy Lopez, Modern Steinitz Defence; French Defence, Réti Gambit; Sicilian Defence, Smith-Morra Gambit, Siberian Trap; Nimzo-Indian Defence, Classical Variation",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,"French Defence, Réti Gambit","chess_opening: Open Game; Ruy Lopez, Modern Steinitz Defence; French Defence, Réti Gambit; Sicilian Defence, Smith-Morra Gambit, Siberian Trap; Nimzo-Indian Defence, Classical Variation",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103632,"Sicilian Defence, Smith-Morra Gambit, Siberian Trap","chess_opening: Open Game; Ruy Lopez, Modern Steinitz Defence; French Defence, Réti Gambit; Sicilian Defence, Smith-Morra Gambit, Siberian Trap; Nimzo-Indian Defence, Classical Variation",cell_value,mathematical_object,class,set,relation,binary_relation,function,sequence,chess_opening,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
